url,Unnamed: 0,auteurs,tags,0,1,2,3,4,5,6,YEAR,DATE,TYPE
https://www.millenaire3.com/dossiers/2010/les-revolutions-de-la-memoire-a-l-ere-du-numerique/rchivesSic-des-archives-ouvertes-pour-les-SHS,2958,Marianne CHOUTEAU,Numérique_Patrimoine_Recherche,Numérique,Patrimoine,Recherche,,,,,2009.0,2009-10-30,Interview
https://www.millenaire3.com/dossiers/2011/citic-numerique-et-espace-urbain-archives/Ludicite-facilateur-d-urbanite,1927,Philippe GARGOV,Politique de la ville_Numérique_Usage,Politique de la ville,Numérique,Usage,,,,,2010.0,2010-10-15,Article
https://www.millenaire3.com/dossiers/2011/citic-numerique-et-espace-urbain-archives/Quelle-societe-voulons-nous-a-l-heure-du-numerique,3552,Emile HOOGE,Numérique_Usage,Numérique,Usage,,,,,,2011.0,2011-04-19,Article
https://www.millenaire3.com/dossiers/2011/citic-numerique-et-espace-urbain-archives/Quelle-societe-voulons-nous-a-l-heure-du-numerique,3553,Jean-Loup MOLIN,Numérique_Usage,Numérique,Usage,,,,,,2011.0,2011-04-19,Article
https://www.millenaire3.com/dossiers/2011/l-art-public-a-lyon-archives/Art-public-et-marketing-territorial,1464,Anne-Caroline JAMBAUD,Politique de la ville_Culture,Politique de la ville,Culture,,,,,,2011.0,2011-05-14,Interview
https://www.millenaire3.com/dossiers/2011/l-art-public-a-lyon-archives/L-art-public-est-une-discipline-en-mutations-recurrentes,62,Anne-Caroline JAMBAUD,Culture,Culture,,,,,,,2001.0,2001-06-30,Interview
https://www.millenaire3.com/dossiers/2011/l-art-public-a-lyon-archives/La-place-de-Lyon-dans-le-domaine-de-l-art-public,2769,Anne-Caroline JAMBAUD,Patrimoine_Culture,Patrimoine,Culture,,,,,,2011.0,2011-05-14,Interview
https://www.millenaire3.com/dossiers/2011/l-art-public-a-lyon-archives/Les-politiques-d-art-public-dans-l-agglomeration-lyonnaise,1379,Anne-Caroline JAMBAUD,Politique de la ville_Culture,Politique de la ville,Culture,,,,,,2011.0,2011-05-29,Interview
https://www.millenaire3.com/dossiers/2011/l-art-public-a-lyon-archives/Lyon-La-place-de-l-art-dans-l-espace-public,1966,Anne-Caroline JAMBAUD,Patrimoine_Culture_Grand Lyon,Patrimoine,Culture,Grand Lyon,,,,,2011.0,2011-05-19,Interview
https://www.millenaire3.com/dossiers/2011/l-art-public-a-lyon-archives/Rives-de-Saone-amenagement-artistique-a-Fontaines-sur-Saone,2909,Anne-Caroline JAMBAUD,Culture,Culture,,,,,,,2011.0,2011-05-19,Interview
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/Cite-Creation-a-Lyon,2832,Catherine PANASSIER,Patrimoine_Culture,Patrimoine,Culture,,,,,,2010.0,2010-05-27,Interview
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/L-ESPRIT-DES-LIEUX-Pour-sortir-de-l-alternative-patrimoine-contre-projet-urbain,1365,Philippe DUJARDIN,Patrimoine,Patrimoine,,,,,,,2010.0,2010-10-02,Étude
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/L-ESPRIT-DES-LIEUX-Pour-sortir-de-l-alternative-patrimoine-contre-projet-urbain,1366,Jocelyne BEARD,Patrimoine,Patrimoine,,,,,,,2010.0,2010-10-02,Étude
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/L-aventure-industrielle-dans-l-identite-de-l-agglomeration-lyonnaise,704,Stéphane AUTRAN,Patrimoine_Entreprise,Patrimoine,Entreprise,,,,,,2008.0,2008-05-22,Interview
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/L-importance-du-symbolique-en-democratie-le-cas-de-Lyon,776,Catherine FORET,Démocratie_Patrimoine,Démocratie,Patrimoine,,,,,,2006.0,2006-09-10,Interview
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/L-inscription-du-site-historique-de-Lyon-au-Patrimoine-mondial,104,Cédric POLÈRE,Patrimoine,Patrimoine,,,,,,,2009.0,2009-07-22,Interview
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/La-protection-du-patrimoine-et-sa-genese,519,Pierre-Alain FOUR,Patrimoine,Patrimoine,,,,,,,2003.0,2003-01-01,Étude
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/Les-biens-communs-patrimoniaux-une-ressource-eminente-pour-l-edification-d-un-espace-public-europeen,2475,Philippe DUJARDIN,Patrimoine_Cohésion sociale_Économie,Patrimoine,Cohésion sociale,Économie,,,,,2010.0,2010-04-08,Texte
https://www.millenaire3.com/dossiers/2011/le-patrimoine-autrement-dit/les-associations-du-patrimoine-sur-le-grand-lyon,5058,Claire HARPET,Patrimoine,Patrimoine,,,,,,,2000.0,2000-03-15,Interview
https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/L-epopee-de-l-entreprise-Berliet-et-la-pertinence-de-son-savoir-faire,3730,Geoffroy BING,Patrimoine_Entreprise,Patrimoine,Entreprise,,,,,,2008.0,2008-05-26,Interview
https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/Le-role-de-la-creativite-dans-la-recherche-scientifique,1789,Marianne CHOUTEAU,Démocratie_Recherche,Démocratie,Recherche,,,,,,2007.0,2007-06-10,Interview
https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/Lyon-et-la-soie-aujourd-hui-recomposee-et-reconvertie,3908,Pierre-Alain FOUR,Patrimoine,Patrimoine,,,,,,,2007.0,2007-10-01,Étude
https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/Manufrance,2263,Geoffroy BING,Patrimoine,Patrimoine,,,,,,,2008.0,2008-02-29,Étude
https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/Thuasne-les-enjeux-de-developpement-et-son-ancrage-dans-la-metropole,1081,Geoffroy BING,Entreprise,Entreprise,,,,,,,2006.0,2006-09-21,Interview
https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/joseph-marie-jacquard-1752-1834,1235,Bruno BENOIT,Patrimoine,Patrimoine,,,,,,,2007.0,2007-11-06,Étude
https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/la-soie-a-lyon-une-initiative-du-pouvoir-royal,246,Pierre-Alain FOUR,Patrimoine_Culture,Patrimoine,Culture,,,,,,2007.0,2007-09-01,Étude
https://www.millenaire3.com/dossiers/2011/portrait-robot/Etapes-ou-marches-cles-de-la-robotique-de-service,3475,Boris CHABANEL,Numérique_Innovation_Usage,Numérique,Innovation,Usage,,,,,2011.0,2011-01-28,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/La-recherche-robotique-en-Rhone-Alpes,2328,Boris CHABANEL,Numérique_Innovation_Recherche,Numérique,Innovation,Recherche,,,,,2011.0,2011-01-26,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/La-robotique-dans-les-services-urbains,1145,Catherine PANASSIER,Innovation_Service public,Innovation,Service public,,,,,,2011.0,2011-01-24,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/La-robotique-dans-un-espace-public-en-pleine-mutation,1438,Caroline JANUEL,Numérique_Innovation,Numérique,Innovation,,,,,,2011.0,2011-07-11,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/La-robotique-ludique,3832,Geoffroy BING,Numérique_Innovation_Usage,Numérique,Innovation,Usage,,,,,2011.0,2011-01-24,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/Les-defiances-face-a-la-robotique,4209,Ludovic VIÉVARD,Numérique_Innovation,Numérique,Innovation,,,,,,2011.0,2011-01-27,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/Les-fonctions-du-robot-dans-notre-quotidien,4047,Marianne CHOUTEAU,Numérique_Innovation_Usage,Numérique,Innovation,Usage,,,,,2011.0,2011-02-07,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/Robotique-de-service-assistance-a-la-personne-et-transports-automatiques,991,Boris CHABANEL,Numérique_Innovation_Usage,Numérique,Innovation,Usage,,,,,2011.0,2011-01-26,Interview
https://www.millenaire3.com/dossiers/2011/portrait-robot/Robotique-et-mobilite-La-perspective-d-une-cite-des-transports-automatises-est-elle-credible,3379,Cédric POLÈRE,Mobilité_Numérique_Innovation,Mobilité,Numérique,Innovation,,,,,2011.0,2011-03-01,Étude
https://www.millenaire3.com/dossiers/2011/ville-et-handicap-s/Handicap-et-logement-la-parole-de-l-usager,2327,Laure BORNAREL,Handicap_Inclusion_Usage,Handicap,Inclusion,Usage,,,,,2009.0,2009-04-01,Interview
https://www.millenaire3.com/dossiers/2011/ville-et-handicap-s/Solidarite-et-Handicap-dans-quel-sens-allons-nous,1381,Catherine PANASSIER,Santé_Handicap_Inclusion,Santé,Handicap,Inclusion,,,,,2011.0,2011-07-30,Étude
https://www.millenaire3.com/dossiers/2011/ville-et-handicap-s/Ville-et-handicap-en-finir-avec-l-accessibilite,1578,Brice DURY,Santé_Handicap_Inclusion,Santé,Handicap,Inclusion,,,,,2011.0,2011-08-25,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Big-Data-et-sciences-sociales,631,Boris CHABANEL,Innovation_Recherche_Data,Innovation,Recherche,Data,,,,,2016.0,2016-08-01,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/D-un-monde-de-la-donnee-a-l-autre,2101,Fabien GIRARDIN,Data,Data,,,,,,,2018.0,2018-04-05,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/D-un-monde-de-la-donnee-a-l-autre,2102,Philippe GARGOV,Data,Data,,,,,,,2018.0,2018-04-05,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/D-un-monde-de-la-donnee-a-l-autre,2103,Nicolas NOVA,Data,Data,,,,,,,2018.0,2018-04-05,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/LIRIS-Le-marche-des-donnees,760,Anne-Caroline JAMBAUD,Innovation_Service public_Data,Innovation,Service public,Data,,,,,2012.0,2012-11-30,Interview
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/La-donnee-carburant-de-la-ville-intelligente,757,Anne-Caroline JAMBAUD,Innovation_Service public_Data,Innovation,Service public,Data,,,,,2012.0,2012-11-01,Interview
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Les-Data-carburant-de-la-ville-intelligente,80,François MAYSSAL,Numérique_Innovation_Data,Numérique,Innovation,Data,,,,,2016.0,2016-03-10,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Les-Data-carburant-de-la-ville-intelligente,81,Yoan OLLIVIER,Numérique_Innovation_Data,Numérique,Innovation,Data,,,,,2016.0,2016-03-10,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Les-Data-carburant-de-la-ville-intelligente,82,Ludovic VIÉVARD,Numérique_Innovation_Data,Numérique,Innovation,Data,,,,,2016.0,2016-03-10,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Mise-en-donnees-du-monde-imaginaires-en-equation,980,Philippe GARGOV,Culture_Data,Culture,Data,,,,,,2017.0,2017-04-18,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Mise-en-donnees-du-monde-imaginaires-en-equation,981,Margot BALDASSI,Culture_Data,Culture,Data,,,,,,2017.0,2017-04-18,Étude
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Politiques-des-donnees-urbaines,1212,Antoine COURMONT,Innovation_Data,Innovation,Data,,,,,,2017.0,2017-06-20,Article
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Qualite-des-services-urbains-et-Open-data,339,Anne-Caroline JAMBAUD,Innovation_Service public_Data,Innovation,Service public,Data,,,,,2012.0,2012-11-01,Interview
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Services-de-mobilite-et-donnees-publiques,1655,Anne-Caroline JAMBAUD,Mobilité_Data,Mobilité,Data,,,,,,2012.0,2012-11-01,Interview
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Services-urbains-Open-data-et-modernisation-des-collectivites,2960,Anne-Caroline JAMBAUD,Innovation_Service public_Data,Innovation,Service public,Data,,,,,2012.0,2012-11-01,Interview
https://www.millenaire3.com/dossiers/2012/data-donnees-et-services/Services-urbains-et-donnees-publiques,3079,Anne-Caroline JAMBAUD,Service public_Data,Service public,Data,,,,,,2012.0,2012-11-30,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-notion-d-usage-chez-Orange,1125,Cédric POLÈRE,Usage_Prospective,Usage,Prospective,,,,,,2011.0,2011-07-20,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-2-Questions-actuelles,1441,Cédric POLÈRE,Prospective,Prospective,,,,,,,2012.0,2012-01-30,Étude
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-a-la-DATAR-et-sur-Territoires-2040,189,Cédric POLÈRE,Prospective,Prospective,,,,,,,2011.0,2011-06-22,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-au-Grand-Lyon,3700,Geoffroy BING,Prospective,Prospective,,,,,,,2006.0,2006-05-19,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-au-Grand-Lyon,3701,Brigitte YVRAY-DANGUIS,Prospective,Prospective,,,,,,,2006.0,2006-05-19,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-aujourd-hui-et-ses-enjeux,611,Cédric POLÈRE,Prospective,Prospective,,,,,,,2011.0,2011-05-22,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-c-est-poser-les-bonnes-questions,3961,Cédric POLÈRE,Prospective,Prospective,,,,,,,2011.0,2011-05-11,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-operationnelle,755,Cédric POLÈRE,Prospective,Prospective,,,,,,,2011.0,2011-05-10,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/La-prospective-ou-la-science-de-l-avenir-souhaitable,730,Cédric POLÈRE,Prospective,Prospective,,,,,,,2011.0,2011-04-18,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/Science-fiction-et-prospective,3155,Cédric POLÈRE,Prospective,Prospective,,,,,,,2011.0,2011-05-05,Interview
https://www.millenaire3.com/dossiers/2012/la-prospective-une-pratique-a-redecouvrir/la-prospective-au-defi-de-l-action-publique.-reflexions-a-partir-de-l-experience-du-grand-lyon,868,Jean-Loup MOLIN,Prospective,Prospective,,,,,,,2012.0,2012-01-02,Texte
https://www.millenaire3.com/dossiers/2012/vers-une-ville-multi-mobile-archives/De-nouvelles-mobilites-plus-intelligentes-et-communicantes,1022,Anne-Caroline JAMBAUD,Innovation_Mobilité,Innovation,Mobilité,,,,,,2012.0,2012-03-31,Interview
https://www.millenaire3.com/dossiers/2012/vers-une-ville-multi-mobile-archives/Les-comportements-de-mobilite,503,Anne-Caroline JAMBAUD,Mobilité,Mobilité,,,,,,,2012.0,2012-03-31,Interview
https://www.millenaire3.com/dossiers/2012/vers-une-ville-multi-mobile-archives/Les-mobilites-comme-modele-d-evolution,4224,Bruno MARZLOFF,Mobilité_Innovation,Mobilité,Innovation,,,,,,2014.0,2014-11-30,Texte
