,source,target,values
5398,Catherine FORET,Recherche,11.0
5401,Catherine FORET,Urbanisme,6.0
5402,Catherine FORET,Politique de la ville,4.0
5403,Catherine FORET,Citoyenneté,6.0
5404,Catherine FORET,Valeurs,4.0
5405,Catherine FORET,Grand Lyon,14.0
5406,Catherine FORET,Patrimoine,7.0
5410,Catherine FORET,Concertation,3.0
5411,Catherine FORET,Inclusion,2.0
5412,Catherine FORET,Jeunesse,2.0
5413,Catherine FORET,Cohésion sociale,1.0
5417,Catherine FORET,Démocratie,10.0
5418,Catherine FORET,Sécurité,1.0
5419,Catherine FORET,Temps,1.0
5421,Catherine FORET,Culture,1.0
5424,Catherine FORET,Clivages,1.0
5985,Philippe DUJARDIN,Santé,1.0
5988,Philippe DUJARDIN,Économie,1.0
5991,Philippe DUJARDIN,Service public,1.0
5996,Philippe DUJARDIN,Solidarité,1.0
5998,Philippe DUJARDIN,Attractivité,1.0
6008,Philippe DUJARDIN,Valeurs,4.0
6009,Philippe DUJARDIN,Grand Lyon,1.0
6010,Philippe DUJARDIN,Patrimoine,11.0
6013,Philippe DUJARDIN,Transition,1.0
6015,Philippe DUJARDIN,Inclusion,1.0
6017,Philippe DUJARDIN,Cohésion sociale,1.0
6021,Philippe DUJARDIN,Démocratie,1.0
6023,Philippe DUJARDIN,Temps,2.0
6024,Philippe DUJARDIN,Pensées politiques,3.0
6025,Philippe DUJARDIN,Culture,2.0
6586,Marianne CHOUTEAU,Innovation,9.0
6588,Marianne CHOUTEAU,Usage,2.0
6589,Marianne CHOUTEAU,Santé,5.0
6594,Marianne CHOUTEAU,Cadre de vie,1.0
6595,Marianne CHOUTEAU,Service public,1.0
6597,Marianne CHOUTEAU,Mobilité,1.0
6598,Marianne CHOUTEAU,Entreprise,3.0
6600,Marianne CHOUTEAU,Solidarité,1.0
6601,Marianne CHOUTEAU,Numérique,8.0
6602,Marianne CHOUTEAU,Attractivité,5.0
6603,Marianne CHOUTEAU,Travail,1.0
6604,Marianne CHOUTEAU,Institution,2.0
6605,Marianne CHOUTEAU,Évaluation,1.0
6606,Marianne CHOUTEAU,Recherche,30.0
6607,Marianne CHOUTEAU,International,2.0
6608,Marianne CHOUTEAU,Éducation,19.0
6610,Marianne CHOUTEAU,Politique de la ville,1.0
6611,Marianne CHOUTEAU,Citoyenneté,1.0
6612,Marianne CHOUTEAU,Valeurs,1.0
6613,Marianne CHOUTEAU,Grand Lyon,12.0
6614,Marianne CHOUTEAU,Patrimoine,4.0
6615,Marianne CHOUTEAU,Prospective,2.0
6616,Marianne CHOUTEAU,Laïcité,1.0
6619,Marianne CHOUTEAU,Inclusion,1.0
6620,Marianne CHOUTEAU,Jeunesse,2.0
6623,Marianne CHOUTEAU,Biodiversité,1.0
6625,Marianne CHOUTEAU,Démocratie,1.0
6629,Marianne CHOUTEAU,Culture,3.0
7190,Cédric POLÈRE,Innovation,6.0
7191,Cédric POLÈRE,Handicap,4.0
7192,Cédric POLÈRE,Usage,9.0
7193,Cédric POLÈRE,Santé,23.0
7195,Cédric POLÈRE,Management,2.0
7196,Cédric POLÈRE,Économie,4.0
7197,Cédric POLÈRE,Social,12.0
7198,Cédric POLÈRE,Cadre de vie,8.0
7199,Cédric POLÈRE,Service public,15.0
7201,Cédric POLÈRE,Mobilité,2.0
7202,Cédric POLÈRE,Entreprise,2.0
7203,Cédric POLÈRE,Finance,1.0
7204,Cédric POLÈRE,Solidarité,10.0
7205,Cédric POLÈRE,Numérique,9.0
7206,Cédric POLÈRE,Attractivité,4.0
7207,Cédric POLÈRE,Travail,21.0
7208,Cédric POLÈRE,Institution,20.0
7209,Cédric POLÈRE,Évaluation,6.0
7210,Cédric POLÈRE,Recherche,3.0
7211,Cédric POLÈRE,International,4.0
7212,Cédric POLÈRE,Éducation,5.0
7213,Cédric POLÈRE,Urbanisme,1.0
7214,Cédric POLÈRE,Politique de la ville,2.0
7215,Cédric POLÈRE,Citoyenneté,10.0
7216,Cédric POLÈRE,Valeurs,10.0
7217,Cédric POLÈRE,Grand Lyon,21.0
7218,Cédric POLÈRE,Patrimoine,8.0
7219,Cédric POLÈRE,Prospective,16.0
7220,Cédric POLÈRE,Laïcité,12.0
7221,Cédric POLÈRE,Transition,1.0
7222,Cédric POLÈRE,Concertation,10.0
7223,Cédric POLÈRE,Inclusion,16.0
7224,Cédric POLÈRE,Jeunesse,1.0
7225,Cédric POLÈRE,Cohésion sociale,17.0
7227,Cédric POLÈRE,Biodiversité,5.0
7228,Cédric POLÈRE,Insertion,2.0
7229,Cédric POLÈRE,Démocratie,19.0
7230,Cédric POLÈRE,Sécurité,4.0
7231,Cédric POLÈRE,Temps,1.0
7232,Cédric POLÈRE,Pensées politiques,12.0
7233,Cédric POLÈRE,Culture,4.0
7234,Cédric POLÈRE,Justice,1.0
7235,Cédric POLÈRE,Personnes âgées,2.0
7236,Cédric POLÈRE,Clivages,4.0
7237,Cédric POLÈRE,Égalité,3.0
7238,Cédric POLÈRE,Climat,2.0
7240,Cédric POLÈRE,Genre,9.0
7241,Cédric POLÈRE,Pauvreté,1.0
7794,Ludovic VIÉVARD,Innovation,18.0
7795,Ludovic VIÉVARD,Handicap,1.0
7796,Ludovic VIÉVARD,Usage,11.0
7797,Ludovic VIÉVARD,Santé,9.0
7798,Ludovic VIÉVARD,Data,1.0
7799,Ludovic VIÉVARD,Management,1.0
7800,Ludovic VIÉVARD,Économie,1.0
7801,Ludovic VIÉVARD,Social,1.0
7802,Ludovic VIÉVARD,Cadre de vie,3.0
7803,Ludovic VIÉVARD,Service public,10.0
7804,Ludovic VIÉVARD,Ressources,1.0
7805,Ludovic VIÉVARD,Mobilité,2.0
7806,Ludovic VIÉVARD,Entreprise,4.0
7808,Ludovic VIÉVARD,Solidarité,5.0
7809,Ludovic VIÉVARD,Numérique,18.0
7810,Ludovic VIÉVARD,Attractivité,8.0
7811,Ludovic VIÉVARD,Travail,7.0
7812,Ludovic VIÉVARD,Institution,2.0
7813,Ludovic VIÉVARD,Évaluation,1.0
7814,Ludovic VIÉVARD,Recherche,24.0
7815,Ludovic VIÉVARD,International,1.0
7816,Ludovic VIÉVARD,Éducation,8.0
7817,Ludovic VIÉVARD,Urbanisme,3.0
7818,Ludovic VIÉVARD,Politique de la ville,1.0
7819,Ludovic VIÉVARD,Citoyenneté,4.0
7820,Ludovic VIÉVARD,Valeurs,15.0
7821,Ludovic VIÉVARD,Grand Lyon,15.0
7822,Ludovic VIÉVARD,Patrimoine,19.0
7823,Ludovic VIÉVARD,Prospective,1.0
7824,Ludovic VIÉVARD,Laïcité,27.0
7825,Ludovic VIÉVARD,Transition,4.0
7827,Ludovic VIÉVARD,Inclusion,9.0
7828,Ludovic VIÉVARD,Jeunesse,1.0
7829,Ludovic VIÉVARD,Cohésion sociale,12.0
7830,Ludovic VIÉVARD,Sport,7.0
7831,Ludovic VIÉVARD,Biodiversité,4.0
7833,Ludovic VIÉVARD,Démocratie,1.0
7834,Ludovic VIÉVARD,Sécurité,2.0
7836,Ludovic VIÉVARD,Pensées politiques,4.0
7837,Ludovic VIÉVARD,Culture,12.0
7839,Ludovic VIÉVARD,Personnes âgées,1.0
7840,Ludovic VIÉVARD,Clivages,9.0
7844,Ludovic VIÉVARD,Genre,2.0
7845,Ludovic VIÉVARD,Pauvreté,1.0
8401,Pierre GROSDEMOUGE,Santé,4.0
8404,Pierre GROSDEMOUGE,Économie,2.0
8405,Pierre GROSDEMOUGE,Social,1.0
8406,Pierre GROSDEMOUGE,Cadre de vie,1.0
8407,Pierre GROSDEMOUGE,Service public,5.0
8412,Pierre GROSDEMOUGE,Solidarité,4.0
8413,Pierre GROSDEMOUGE,Numérique,2.0
8415,Pierre GROSDEMOUGE,Travail,4.0
8421,Pierre GROSDEMOUGE,Urbanisme,1.0
8422,Pierre GROSDEMOUGE,Politique de la ville,1.0
8431,Pierre GROSDEMOUGE,Inclusion,3.0
8433,Pierre GROSDEMOUGE,Cohésion sociale,1.0
8436,Pierre GROSDEMOUGE,Insertion,3.0
8437,Pierre GROSDEMOUGE,Démocratie,4.0
9002,Pierre-Alain FOUR,Innovation,3.0
9004,Pierre-Alain FOUR,Usage,2.0
9005,Pierre-Alain FOUR,Santé,2.0
9006,Pierre-Alain FOUR,Data,2.0
9008,Pierre-Alain FOUR,Économie,1.0
9009,Pierre-Alain FOUR,Social,1.0
9010,Pierre-Alain FOUR,Cadre de vie,1.0
9011,Pierre-Alain FOUR,Service public,3.0
9014,Pierre-Alain FOUR,Entreprise,3.0
9015,Pierre-Alain FOUR,Finance,1.0
9017,Pierre-Alain FOUR,Numérique,8.0
9018,Pierre-Alain FOUR,Attractivité,3.0
9019,Pierre-Alain FOUR,Travail,2.0
9022,Pierre-Alain FOUR,Recherche,12.0
9024,Pierre-Alain FOUR,Éducation,8.0
9025,Pierre-Alain FOUR,Urbanisme,1.0
9026,Pierre-Alain FOUR,Politique de la ville,1.0
9027,Pierre-Alain FOUR,Citoyenneté,1.0
9028,Pierre-Alain FOUR,Valeurs,4.0
9029,Pierre-Alain FOUR,Grand Lyon,10.0
9030,Pierre-Alain FOUR,Patrimoine,14.0
9031,Pierre-Alain FOUR,Prospective,2.0
9032,Pierre-Alain FOUR,Laïcité,2.0
9035,Pierre-Alain FOUR,Inclusion,2.0
9036,Pierre-Alain FOUR,Jeunesse,1.0
9037,Pierre-Alain FOUR,Cohésion sociale,2.0
9038,Pierre-Alain FOUR,Sport,2.0
9040,Pierre-Alain FOUR,Insertion,1.0
9043,Pierre-Alain FOUR,Temps,1.0
9045,Pierre-Alain FOUR,Culture,37.0
9046,Pierre-Alain FOUR,Justice,1.0
9051,Pierre-Alain FOUR,Veille M3,1.0
9607,Brigitte YVRAY-DANGUIS,Handicap,1.0
9609,Brigitte YVRAY-DANGUIS,Santé,1.0
9614,Brigitte YVRAY-DANGUIS,Cadre de vie,2.0
9623,Brigitte YVRAY-DANGUIS,Travail,1.0
9624,Brigitte YVRAY-DANGUIS,Institution,1.0
9627,Brigitte YVRAY-DANGUIS,International,1.0
9629,Brigitte YVRAY-DANGUIS,Urbanisme,1.0
9632,Brigitte YVRAY-DANGUIS,Valeurs,1.0
9633,Brigitte YVRAY-DANGUIS,Grand Lyon,3.0
9635,Brigitte YVRAY-DANGUIS,Prospective,1.0
9637,Brigitte YVRAY-DANGUIS,Transition,1.0
9643,Brigitte YVRAY-DANGUIS,Biodiversité,1.0
9654,Brigitte YVRAY-DANGUIS,Climat,1.0
10217,Pauline KERTUDO,Social,1.0
10219,Pauline KERTUDO,Service public,1.0
10227,Pauline KERTUDO,Travail,1.0
10814,Nicolas NOVA,Innovation,13.0
10816,Nicolas NOVA,Usage,1.0
10817,Nicolas NOVA,Santé,1.0
10818,Nicolas NOVA,Data,1.0
10820,Nicolas NOVA,Économie,2.0
10821,Nicolas NOVA,Social,1.0
10824,Nicolas NOVA,Ressources,3.0
10825,Nicolas NOVA,Mobilité,1.0
10828,Nicolas NOVA,Solidarité,1.0
10829,Nicolas NOVA,Numérique,16.0
10831,Nicolas NOVA,Travail,1.0
10834,Nicolas NOVA,Recherche,1.0
10835,Nicolas NOVA,International,2.0
10836,Nicolas NOVA,Éducation,1.0
10837,Nicolas NOVA,Urbanisme,1.0
10838,Nicolas NOVA,Politique de la ville,1.0
10841,Nicolas NOVA,Grand Lyon,1.0
10845,Nicolas NOVA,Transition,1.0
10848,Nicolas NOVA,Jeunesse,1.0
10850,Nicolas NOVA,Sport,1.0
10857,Nicolas NOVA,Culture,1.0
10863,Nicolas NOVA,Veille M3,8.0
11427,Cécile COULMAIN,Service public,1.0
11434,Cécile COULMAIN,Attractivité,1.0
12022,Julien CASALS,Innovation,1.0
12024,Julien CASALS,Usage,1.0
12028,Julien CASALS,Économie,5.0
12029,Julien CASALS,Social,1.0
12030,Julien CASALS,Cadre de vie,2.0
12031,Julien CASALS,Service public,1.0
12034,Julien CASALS,Entreprise,1.0
12038,Julien CASALS,Attractivité,5.0
12039,Julien CASALS,Travail,1.0
12044,Julien CASALS,Éducation,1.0
12045,Julien CASALS,Urbanisme,1.0
12048,Julien CASALS,Valeurs,2.0
12049,Julien CASALS,Grand Lyon,1.0
12052,Julien CASALS,Laïcité,1.0
12053,Julien CASALS,Transition,5.0
12054,Julien CASALS,Concertation,1.0
12056,Julien CASALS,Jeunesse,1.0
12060,Julien CASALS,Insertion,2.0
12065,Julien CASALS,Culture,2.0
12067,Julien CASALS,Personnes âgées,2.0
12070,Julien CASALS,Climat,1.0
12072,Julien CASALS,Genre,1.0
12076,Julien CASALS,N,2.0
12077,Julien CASALS,A,2.0
12633,Didier VANONI,Social,2.0
12635,Didier VANONI,Service public,1.0
12643,Didier VANONI,Travail,1.0
13230,Matthieu BOURY,Innovation,2.0
13232,Matthieu BOURY,Usage,1.0
13237,Matthieu BOURY,Social,1.0
13238,Matthieu BOURY,Cadre de vie,1.0
13239,Matthieu BOURY,Service public,2.0
13242,Matthieu BOURY,Entreprise,3.0
13245,Matthieu BOURY,Numérique,1.0
13253,Matthieu BOURY,Urbanisme,2.0
13257,Matthieu BOURY,Grand Lyon,1.0
13262,Matthieu BOURY,Concertation,1.0
13265,Matthieu BOURY,Cohésion sociale,1.0
13275,Matthieu BOURY,Personnes âgées,2.0
13278,Matthieu BOURY,Climat,1.0
13834,Quentin ZARAGORI,Innovation,1.0
13836,Quentin ZARAGORI,Usage,2.0
13842,Quentin ZARAGORI,Cadre de vie,8.0
13843,Quentin ZARAGORI,Service public,1.0
13845,Quentin ZARAGORI,Mobilité,2.0
13853,Quentin ZARAGORI,Évaluation,2.0
13859,Quentin ZARAGORI,Citoyenneté,1.0
13861,Quentin ZARAGORI,Grand Lyon,3.0
13865,Quentin ZARAGORI,Transition,6.0
13868,Quentin ZARAGORI,Jeunesse,1.0
13872,Quentin ZARAGORI,Insertion,1.0
13879,Quentin ZARAGORI,Personnes âgées,2.0
13882,Quentin ZARAGORI,Climat,1.0
13884,Quentin ZARAGORI,Genre,1.0
13885,Quentin ZARAGORI,Pauvreté,1.0
13890,Quentin ZARAGORI,Action publique,2.0
14438,Aurélien BOUTAUD,Innovation,2.0
14440,Aurélien BOUTAUD,Usage,2.0
14441,Aurélien BOUTAUD,Santé,6.0
14443,Aurélien BOUTAUD,Management,1.0
14444,Aurélien BOUTAUD,Économie,15.0
14445,Aurélien BOUTAUD,Social,1.0
14446,Aurélien BOUTAUD,Cadre de vie,15.0
14447,Aurélien BOUTAUD,Service public,8.0
14448,Aurélien BOUTAUD,Ressources,16.0
14449,Aurélien BOUTAUD,Mobilité,1.0
14450,Aurélien BOUTAUD,Entreprise,1.0
14452,Aurélien BOUTAUD,Solidarité,2.0
14453,Aurélien BOUTAUD,Numérique,1.0
14455,Aurélien BOUTAUD,Travail,1.0
14456,Aurélien BOUTAUD,Institution,2.0
14457,Aurélien BOUTAUD,Évaluation,11.0
14458,Aurélien BOUTAUD,Recherche,1.0
14459,Aurélien BOUTAUD,International,2.0
14460,Aurélien BOUTAUD,Éducation,1.0
14461,Aurélien BOUTAUD,Urbanisme,6.0
14462,Aurélien BOUTAUD,Politique de la ville,1.0
14464,Aurélien BOUTAUD,Valeurs,2.0
14467,Aurélien BOUTAUD,Prospective,8.0
14469,Aurélien BOUTAUD,Transition,21.0
14470,Aurélien BOUTAUD,Concertation,1.0
14471,Aurélien BOUTAUD,Inclusion,1.0
14472,Aurélien BOUTAUD,Jeunesse,1.0
14473,Aurélien BOUTAUD,Cohésion sociale,4.0
14474,Aurélien BOUTAUD,Sport,1.0
14475,Aurélien BOUTAUD,Biodiversité,11.0
14478,Aurélien BOUTAUD,Sécurité,1.0
14484,Aurélien BOUTAUD,Clivages,5.0
